epoch,score,epsilon,time
1,12,0.993519464294648,0.0056078433990478516
2,31,0.9777457355241367,0.008859872817993164
3,10,0.972381557836764,0.010350942611694336
4,41,0.9521694616616301,0.025427818298339844
5,86,0.911628122290456,0.028882980346679688
6,14,0.9048147898403269,0.030323028564453125
7,14,0.8980523789205246,0.03363299369812012
8,10,0.8931254205528514,0.0363459587097168
9,27,0.8807057004226791,0.0395359992980957
10,18,0.8723765399749112,0.041893959045410156
11,20,0.8632622413666939,0.04621386528015137
12,21,0.853816044322082,0.04855179786682129
13,22,0.8440509751352934,0.05052995681762695
14,11,0.839000572940262,0.053015947341918945
15,9,0.8348149962580034,0.05475592613220215
16,16,0.8277473816644271,0.05850791931152344
17,13,0.821971943634938,0.061369895935058594
18,15,0.8154207697995194,0.0640869140625
19,10,0.8109471507999602,0.0661458969116211
20,10,0.8064980752848135,0.06962990760803223
21,9,0.8024746459248447,0.07163882255554199
22,11,0.797673016837708,0.07518291473388672
23,12,0.7925036683708957,0.07701396942138672
24,14,0.7865806490732993,0.07976579666137695
25,10,0.7822652547803074,0.08374500274658203
26,20,0.7740924087715116,0.08811593055725098
27,9,0.770230643666021,0.09013891220092773
28,20,0.762183531253102,0.09582185745239258
29,21,0.7538433821357534,0.09852099418640137
30,11,0.7493327395513549,0.10110902786254883
31,28,0.7385431309527595,0.10481381416320801
32,11,0.7341240378415982,0.10746097564697266
33,10,0.7300964347128126,0.10965299606323242
34,12,0.7253650186993061,0.11348080635070801
35,19,0.7181457202054857,0.11691880226135254
36,13,0.7131350053484364,0.12140679359436035
37,18,0.7063906231131261,0.1249549388885498
38,10,0.7025151730023247,0.1268298625946045
39,12,0.6979624983401315,0.12984299659729004
40,14,0.6927460614810248,0.13240981101989746
41,15,0.6872248269575028,0.13608098030090332
42,10,0.6834545255907595,0.1391589641571045
43,24,0.6749624071563427,0.1441059112548828
44,8,0.6719311439040114,0.14734697341918945
45,8,0.6689134940867506,0.15024685859680176
46,11,0.6649110318204399,0.15324687957763672
47,12,0.660602052137845,0.15567398071289062
48,11,0.6566493216127431,0.1604769229888916
49,11,0.6527202423593162,0.1631639003753662
50,15,0.6475180164114541,0.16851282119750977
51,13,0.6430000919098481,0.1712329387664795
52,12,0.6388331068556816,0.17654895782470703
53,15,0.6337415623483051,0.17965102195739746
54,11,0.6299495523016921,0.1839888095855713
55,14,0.6252414310604806,0.1879589557647705
56,16,0.6199480840524855,0.19098591804504395
57,11,0.6162386076621498,0.19548392295837402
58,17,0.6107159685812871,0.2013709545135498
59,10,0.6073654155152287,0.2042679786682129
60,16,0.6022234083716455,1.0698390007019043
61,20,0.5959315794179285,1.6256649494171143
62,20,0.5897054853908725,2.1800448894500732
63,46,0.5760055856780665,3.44028902053833
64,94,0.5492784341902968,6.1656270027160645
65,26,0.5419111742825077,6.893844842910767
66,25,0.5349101836838507,7.603487014770508
67,21,0.5290569600003411,8.19197392463684
68,15,0.5248403390552598,8.645654916763306
69,19,0.5196167909497387,9.201782941818237
70,25,0.5129038231406511,9.921962976455688
71,18,0.5080531014578441,10.439345836639404
72,19,0.5029966307216174,10.994303941726685
73,25,0.49649837999353363,11.714353799819946
74,29,0.48910464736773,12.515053987503052
75,16,0.48496384592188013,12.980262994766235
76,62,0.4699218790219424,14.681415796279907
77,28,0.4631554949058566,15.462777853012085
78,41,0.4535282623327658,16.606559991836548
79,79,0.43574080592355235,18.751279830932617
80,40,0.4268968683905039,19.83290982246399
81,45,0.4171878942811352,21.07902693748474
82,76,0.40142755366374583,23.199983835220337
83,39,0.393476787485081,24.29573392868042
84,45,0.3845278908657794,25.583730936050415
85,41,0.3765350256684065,26.816046953201294
86,166,0.3463639810972523,32.065495014190674
87,103,0.3288090497194254,35.675705909729004
88,61,0.31876987060944983,37.40510582923889
89,61,0.3090372071421802,39.11193799972534
90,74,0.29766012128011926,41.12986183166504
91,47,0.2905995785864645,42.44202899932861
92,144,0.2702718136826326,46.38029193878174
93,121,0.2542741243660051,49.72456192970276
94,62,0.24638738601553387,51.48401093482971
95,53,0.23982231260213702,52.97177982330322
96,141,0.22338137869394903,56.86850190162659
97,72,0.21537299835057042,59.08213400840759
98,106,0.20415061322507186,62.5546178817749
99,213,0.18342965869420658,69.7561559677124
100,157,0.16949297932511645,75.1858777999878
101,78,0.16292689899000568,79.00213479995728
102,71,0.1571644367000449,81.47019100189209
103,116,0.148231908229731,85.97661995887756
104,213,0.13318661112320024,92.37835383415222
105,141,0.1240560500541611,97.10260796546936
106,292,0.10714647706338536,106.08071398735046
107,82,0.10278983474925318,108.48792099952698
108,445,0.0822390866535926,122.11000680923462
109,228,0.07333969920327496,130.65993285179138
110,332,0.06208847738417852,141.7462499141693
111,367,0.051651250536489814,154.51882481575012
112,494,0.04032422929059526,168.62675881385803
113,485,0.03162322253763381,182.56162285804749
114,499,0.02462665074849966,196.60614681243896
115,499,0.01917805582169356,212.8064079284668
116,353,0.016066276288336342,224.9643359184265
117,468,0.012707136822284557,238.70511293411255
118,499,0.009995187929535779,252.7094910144806
119,301,0.009995187929535779,261.0325047969818
120,499,0.009995187929535779,277.34230184555054
121,498,0.009995187929535779,293.3780868053436
122,386,0.009995187929535779,306.3731858730316
123,270,0.009995187929535779,314.713791847229
124,348,0.009995187929535779,327.0035409927368
125,238,0.009995187929535779,334.49578189849854
126,292,0.009995187929535779,344.5525050163269
127,499,0.009995187929535779,362.97635793685913
128,285,0.009995187929535779,372.72132396698
129,499,0.009995187929535779,387.4336278438568
130,293,0.009995187929535779,395.5570538043976
131,368,0.009995187929535779,405.98430585861206
132,367,0.009995187929535779,416.9538187980652
133,333,0.009995187929535779,426.33890080451965
134,425,0.009995187929535779,439.17985701560974
135,499,0.009995187929535779,453.5399479866028
136,499,0.009995187929535779,467.7585039138794
137,242,0.009995187929535779,474.5119948387146
138,499,0.009995187929535779,489.14096188545227
139,271,0.009995187929535779,496.7190330028534
140,249,0.009995187929535779,503.55965185165405
141,293,0.009995187929535779,512.0894968509674
142,387,0.009995187929535779,522.9620628356934
143,240,0.009995187929535779,529.5793988704681
144,302,0.009995187929535779,538.0803589820862
145,329,0.009995187929535779,547.4784188270569
146,330,0.009995187929535779,557.2172839641571
147,394,0.009995187929535779,568.7559938430786
148,360,0.009995187929535779,579.7650828361511
149,461,0.009995187929535779,593.9213650226593
150,393,0.009995187929535779,605.6727969646454
151,349,0.009995187929535779,615.9996719360352
152,499,0.009995187929535779,630.4611909389496
153,499,0.009995187929535779,645.7780289649963
154,430,0.009995187929535779,658.8075149059296
155,449,0.009995187929535779,672.2901768684387
156,468,0.009995187929535779,686.4967257976532
157,352,0.009995187929535779,697.3755948543549
158,346,0.009995187929535779,708.300705909729
159,486,0.009995187929535779,728.90114402771
160,367,0.009995187929535779,746.0017638206482
161,282,0.009995187929535779,755.5875899791718
162,310,0.009995187929535779,765.8913519382477
163,294,0.009995187929535779,776.0306558609009
164,499,0.009995187929535779,793.5285408496857
165,499,0.009995187929535779,811.0726978778839
166,450,0.009995187929535779,825.9179849624634
167,499,0.009995187929535779,844.0541479587555
168,359,0.009995187929535779,857.1119799613953
169,437,0.009995187929535779,872.1432139873505
170,423,0.009995187929535779,887.3483829498291
171,339,0.009995187929535779,898.8690288066864
172,355,0.009995187929535779,910.9566578865051
173,295,0.009995187929535779,920.2005488872528
174,499,0.009995187929535779,935.7613728046417
175,466,0.009995187929535779,951.1629159450531
176,338,0.009995187929535779,962.4520008563995
177,246,0.009995187929535779,971.0548408031464
178,282,0.009995187929535779,981.123058795929
179,440,0.009995187929535779,995.5139169692993
180,358,0.009995187929535779,1006.597188949585
181,319,0.009995187929535779,1017.9565858840942
182,331,0.009995187929535779,1028.7579038143158
183,369,0.009995187929535779,1041.1907029151917
184,457,0.009995187929535779,1057.6604099273682
185,256,0.009995187929535779,1065.642707824707
186,238,0.009995187929535779,1072.8260040283203
187,282,0.009995187929535779,1081.3350019454956
188,341,0.009995187929535779,1091.6382830142975
189,404,0.009995187929535779,1105.3866159915924
190,282,0.009995187929535779,1114.419094800949
191,363,0.009995187929535779,1125.5132899284363
192,265,0.009995187929535779,1133.6050148010254
193,485,0.009995187929535779,1148.4439058303833
194,382,0.009995187929535779,1160.2802298069
195,323,0.009995187929535779,1170.40052485466
196,499,0.009995187929535779,1185.4334778785706
197,499,0.009995187929535779,1200.697872877121
198,365,0.009995187929535779,1213.0087609291077
199,499,0.009995187929535779,1228.167289018631
200,297,0.009995187929535779,1237.0658288002014
201,301,0.009995187929535779,1246.2658348083496
202,266,0.009995187929535779,1254.3436119556427
203,499,0.009995187929535779,1269.2889378070831
204,352,0.009995187929535779,1280.0663118362427
205,280,0.009995187929535779,1289.9460468292236
206,299,0.009995187929535779,1299.3406949043274
207,473,0.009995187929535779,1315.255581855774
208,264,0.009995187929535779,1324.3376829624176
209,263,0.009995187929535779,1332.6500828266144
210,367,0.009995187929535779,1343.9040558338165
211,284,0.009995187929535779,1355.1471209526062
212,286,0.009995187929535779,1363.8395919799805
213,286,0.009995187929535779,1372.800556898117
214,390,0.009995187929535779,1386.7386269569397
215,445,0.009995187929535779,1405.3470969200134
216,360,0.009995187929535779,1416.9676659107208
217,402,0.009995187929535779,1429.368891954422
218,276,0.009995187929535779,1438.5838239192963
219,307,0.009995187929535779,1449.1293528079987
220,364,0.009995187929535779,1461.1718468666077
221,266,0.009995187929535779,1469.9976530075073
222,364,0.009995187929535779,1481.6297748088837
223,499,0.009995187929535779,1499.895572900772
224,429,0.009995187929535779,1514.4169969558716
225,499,0.009995187929535779,1530.4337840080261
226,328,0.009995187929535779,1540.9833509922028
227,327,0.009995187929535779,1551.7981398105621
228,306,0.009995187929535779,1561.434199810028
229,386,0.009995187929535779,1572.550770998001
230,333,0.009995187929535779,1583.5326669216156
231,417,0.009995187929535779,1596.5815749168396
232,290,0.009995187929535779,1606.982852935791
233,305,0.009995187929535779,1617.3814458847046
234,279,0.009995187929535779,1626.1248688697815
235,270,0.009995187929535779,1634.992975950241
236,399,0.009995187929535779,1648.489539861679
237,475,0.009995187929535779,1663.9871559143066
238,394,0.009995187929535779,1675.7514970302582
239,329,0.009995187929535779,1686.7699539661407
240,499,0.009995187929535779,1703.282562971115
241,448,0.009995187929535779,1716.3216059207916
242,428,0.009995187929535779,1730.088753938675
243,311,0.009995187929535779,1741.171178817749
244,499,0.009995187929535779,1756.373883008957
245,499,0.009995187929535779,1772.9240019321442
246,270,0.009995187929535779,1781.0994079113007
247,478,0.009995187929535779,1798.4070358276367
248,336,0.009995187929535779,1809.1011018753052
249,471,0.009995187929535779,1822.599426984787
250,499,0.009995187929535779,1836.7592170238495
251,446,0.009995187929535779,1855.453197002411
252,403,0.009995187929535779,1868.1081628799438
253,472,0.009995187929535779,1882.5090639591217
254,474,0.009995187929535779,1898.3952848911285
255,427,0.009995187929535779,1912.9372889995575
256,348,0.009995187929535779,1925.635521888733
257,401,0.009995187929535779,1937.8815870285034
258,291,0.009995187929535779,1948.067685842514
259,377,0.009995187929535779,1960.0359008312225
260,475,0.009995187929535779,1974.6580448150635
261,465,0.009995187929535779,1990.6352260112762
262,463,0.009995187929535779,2011.3682849407196
263,425,0.009995187929535779,2028.9820008277893
264,344,0.009995187929535779,2040.3462278842926
265,499,0.009995187929535779,2054.694492816925
266,499,0.009995187929535779,2070.836856842041
267,415,0.009995187929535779,2084.175397872925
268,441,0.009995187929535779,2098.7993359565735
269,467,0.009995187929535779,2115.929510831833
270,463,0.009995187929535779,2130.5180249214172
271,499,0.009995187929535779,2144.895499944687
272,408,0.009995187929535779,2156.7650978565216
273,321,0.009995187929535779,2165.974056959152
274,499,0.009995187929535779,2180.1146688461304
275,499,0.009995187929535779,2194.804652929306
276,451,0.009995187929535779,2207.9247930049896
277,499,0.009995187929535779,2223.2060828208923
278,391,0.009995187929535779,2236.2323319911957
279,449,0.009995187929535779,2251.8302178382874
280,499,0.009995187929535779,2266.829034805298
281,364,0.009995187929535779,2278.3248488903046
282,311,0.009995187929535779,2287.446713924408
283,357,0.009995187929535779,2300.5830569267273
284,383,0.009995187929535779,2312.982118844986
285,386,0.009995187929535779,2324.3775408267975
286,293,0.009995187929535779,2332.6282229423523
287,356,0.009995187929535779,2345.6007528305054
288,394,0.009995187929535779,2363.8525359630585
289,499,0.009995187929535779,2380.36323595047
290,499,0.009995187929535779,2396.894672870636
291,499,0.009995187929535779,2417.0194249153137
292,434,0.009995187929535779,2438.262557029724
293,467,0.009995187929535779,2455.7633028030396
294,499,0.009995187929535779,2473.280025959015
295,499,0.009995187929535779,2491.3955199718475
296,499,0.009995187929535779,2507.6303038597107
297,327,0.009995187929535779,2518.188342809677
298,384,0.009995187929535779,2531.942827939987
299,499,0.009995187929535779,2550.157196998596
300,447,0.009995187929535779,2566.039210796356
