epoch,score,time
1,14,2.2543351650238037
2,17,3.5995724201202393
3,15,4.9575355052948
4,18,6.287601709365845
5,14,7.612508535385132
6,18,8.952153205871582
7,16,10.31878924369812
8,45,11.667190313339233
9,36,13.021678924560547
10,13,14.351803541183472
11,33,15.69220519065857
12,28,17.048296213150024
13,20,18.3951632976532
14,23,19.729344606399536
15,25,21.07291054725647
16,14,22.402530908584595
17,17,23.751793146133423
18,14,25.101126670837402
19,18,26.433051109313965
20,13,27.77383303642273
21,12,29.138203382492065
22,21,30.49814486503601
23,14,31.879210710525513
24,24,33.223795652389526
25,16,34.59449076652527
26,11,35.985880851745605
27,12,37.37367796897888
28,24,38.77260661125183
29,26,40.155956745147705
30,30,41.530590534210205
31,11,42.88269257545471
32,34,44.2338662147522
33,24,45.58679223060608
34,12,46.92992329597473
35,30,48.306527853012085
36,14,49.68829607963562
37,12,51.05730605125427
38,15,52.422283411026
39,16,53.79583120346069
40,30,55.176392555236816
41,26,56.5746865272522
42,15,57.93922972679138
43,34,59.312543630599976
44,16,60.68247961997986
45,28,62.07091188430786
46,15,63.44638395309448
47,14,64.82074117660522
48,11,66.15819597244263
49,17,67.52414751052856
50,26,68.85756230354309
51,12,70.22446870803833
52,10,71.57145094871521
53,13,72.89993810653687
54,75,74.23486518859863
55,11,75.57435846328735
56,12,76.92905521392822
57,29,78.30601167678833
58,27,79.62413930892944
59,19,80.9606864452362
60,10,82.30611729621887
61,16,83.63295722007751
62,10,84.97446179389954
63,13,86.31530809402466
64,18,87.71250367164612
65,15,89.04190254211426
66,49,90.41471076011658
67,25,91.74458646774292
68,20,93.09294891357422
69,21,94.43519997596741
70,51,95.7906744480133
71,14,97.15187382698059
72,28,98.52269697189331
73,26,99.8645396232605
74,16,101.2023561000824
75,13,102.56980443000793
76,15,103.93989491462708
77,13,105.30188870429993
78,9,106.64540243148804
79,40,108.01571154594421
80,14,109.37048482894897
81,13,110.73271632194519
82,19,112.0990047454834
83,19,113.44688415527344
84,21,114.81937718391418
85,19,116.19380688667297
86,47,117.55621218681335
87,10,118.89866209030151
88,25,120.25252079963684
89,19,121.60620498657227
90,17,122.97364521026611
91,27,124.33468294143677
92,15,125.66066861152649
93,30,126.98905539512634
94,24,128.3348150253296
95,18,129.69748854637146
96,21,131.03738856315613
97,24,132.3564441204071
98,15,133.69782209396362
99,11,135.0573000907898
100,14,136.41160607337952
101,19,137.76877784729004
102,20,139.10708737373352
103,32,140.46190738677979
104,14,141.80525398254395
105,17,143.16227960586548
106,12,144.4895100593567
107,29,145.8216962814331
108,13,147.1700279712677
109,14,148.52270102500916
110,16,149.88617253303528
111,31,151.23870491981506
112,10,152.56080627441406
113,27,153.91130590438843
114,17,155.24856615066528
115,41,156.59736132621765
116,21,157.92795276641846
117,12,159.27779984474182
118,13,160.6298851966858
119,16,162.00377893447876
120,23,163.33689904212952
121,26,164.67685270309448
122,23,166.01038265228271
123,11,167.36772775650024
124,30,168.6978907585144
125,14,170.01939415931702
126,22,171.3447563648224
127,13,172.68146061897278
128,15,174.01879024505615
129,19,175.38843965530396
130,23,176.71942710876465
131,69,178.05642104148865
132,24,179.3873734474182
133,12,180.7161283493042
134,31,182.04070568084717
135,11,183.36992716789246
136,12,184.6873698234558
137,24,186.0114734172821
138,31,187.35893726348877
139,17,188.69116187095642
140,29,190.02438282966614
141,34,191.33785128593445
142,15,192.666485786438
143,10,193.99548292160034
144,14,195.34535193443298
145,14,196.6754641532898
146,30,197.98615217208862
147,16,199.31907749176025
148,23,200.64960765838623
149,13,201.98714089393616
150,13,203.29769444465637
151,16,204.61934757232666
152,24,205.95782136917114
153,19,207.2746512889862
154,17,208.58363151550293
155,16,209.92165422439575
156,24,211.24858975410461
157,30,212.60457634925842
158,15,213.91891241073608
159,24,215.23627376556396
160,69,216.5632164478302
161,40,217.89906358718872
162,11,219.23535346984863
163,15,220.5871274471283
164,22,221.90652775764465
165,22,223.222838640213
166,15,224.5371551513672
167,28,225.8748300075531
168,14,227.18785858154297
169,16,228.50387454032898
170,12,229.81397819519043
171,21,231.1382040977478
172,68,232.46280455589294
173,15,233.79996299743652
174,18,235.12645602226257
175,25,236.43402242660522
176,14,237.77641129493713
177,32,239.0959153175354
178,23,240.42680835723877
179,16,241.75994110107422
180,32,243.07558727264404
181,19,244.39802622795105
182,16,245.71993970870972
183,39,247.04111409187317
184,15,248.3605251312256
185,15,249.6792197227478
186,24,250.9978129863739
187,32,252.31646966934204
188,15,253.63387989997864
189,12,254.97126531600952
190,41,256.33463501930237
191,26,257.674188375473
192,20,258.9991900920868
193,53,260.3262708187103
194,19,261.67486929893494
195,14,263.401704788208
196,11,264.73702025413513
197,17,266.0687346458435
198,35,267.4072103500366
199,16,268.75369119644165
200,40,270.0776207447052
201,20,271.3940577507019
202,17,272.80886006355286
203,36,274.2182788848877
204,23,275.5898063182831
205,22,277.02582478523254
206,55,278.38883352279663
207,22,279.7624921798706
208,33,281.1727714538574
209,23,282.546648979187
210,16,283.9369442462921
211,38,285.3097815513611
212,43,286.6585144996643
213,24,287.97751569747925
214,40,289.3233642578125
215,31,290.67957186698914
216,70,292.0272960662842
217,28,293.40539932250977
218,39,294.76501083374023
219,16,296.12280082702637
220,52,297.49333596229553
221,27,298.8584551811218
222,17,300.2274844646454
223,13,301.6042764186859
224,15,302.9780066013336
225,26,304.3221411705017
226,25,305.69231605529785
227,18,307.05465626716614
228,36,308.42886209487915
229,13,309.7950744628906
230,17,311.16545152664185
231,21,312.54919385910034
232,14,313.91503858566284
233,14,315.2804579734802
234,41,316.63136315345764
235,23,318.0072708129883
236,9,319.3610785007477
237,37,320.7417776584625
238,15,322.0863058567047
239,24,323.45817613601685
240,26,324.8233950138092
241,30,326.20922470092773
242,24,327.58227467536926
243,37,328.9729609489441
244,16,330.3572647571564
245,27,331.73960971832275
246,16,333.13388991355896
247,16,334.4723138809204
248,41,335.81189012527466
249,14,337.1684060096741
250,35,338.53730726242065
251,21,339.8977885246277
252,19,341.25505232810974
253,12,342.6312565803528
254,17,344.0062403678894
255,14,345.34816241264343
256,16,346.7158761024475
257,12,348.0887460708618
258,13,349.4652512073517
259,23,350.8269371986389
260,25,352.16904878616333
261,11,353.52409505844116
262,18,354.8711950778961
263,42,356.2221350669861
264,11,357.58745670318604
265,12,358.9513940811157
266,33,360.3251509666443
267,24,361.7033989429474
268,31,363.0678641796112
269,94,364.4468340873718
270,30,365.82698798179626
271,15,367.18455171585083
272,16,368.55405497550964
273,17,369.92615818977356
274,41,371.30512261390686
275,13,372.67995977401733
276,35,374.0406596660614
277,19,375.4198248386383
278,18,376.7822334766388
279,39,378.16171503067017
280,26,379.53840804100037
281,11,380.9194347858429
282,48,382.3066782951355
283,16,383.6719534397125
284,23,385.03094005584717
285,20,386.4046108722687
286,17,387.7868812084198
287,17,389.18483662605286
288,30,390.5639998912811
289,11,391.9538426399231
290,13,393.3387219905853
291,14,394.70268964767456
292,18,396.06767106056213
293,17,397.448326587677
294,16,398.8234655857086
295,16,400.20520067214966
296,11,401.5834457874298
297,51,402.94920802116394
298,15,404.3216700553894
299,77,405.6916358470917
300,25,407.0663013458252
301,16,408.4493191242218
302,16,409.8218512535095
303,32,411.1853895187378
304,43,412.5409502983093
305,19,413.92735052108765
306,24,415.25844717025757
307,23,416.62738275527954
308,14,417.998818397522
309,14,419.3582293987274
310,13,420.7174620628357
311,15,422.1025776863098
312,15,423.4835035800934
313,26,424.84138011932373
314,60,426.2125654220581
315,16,427.58942890167236
316,28,428.95240545272827
317,21,430.33319067955017
318,16,431.69729018211365
319,21,433.0438714027405
320,14,434.42163157463074
321,28,435.7892074584961
322,23,437.1610622406006
323,14,438.5092279911041
324,39,439.8743166923523
325,25,441.2490017414093
326,12,442.61406445503235
327,10,443.96055245399475
328,45,445.3283271789551
329,26,446.6996328830719
330,19,448.06895303726196
331,23,449.4631109237671
332,12,450.83025217056274
333,18,452.1983165740967
334,33,453.5673453807831
335,13,454.9323818683624
336,30,456.30393385887146
337,18,457.6750156879425
338,32,459.0309624671936
339,15,460.3958842754364
340,12,461.76846981048584
341,37,463.1481876373291
342,10,464.5209777355194
343,21,465.8907287120819
344,26,467.26273703575134
345,16,468.6187250614166
346,9,470.0019314289093
347,10,471.35025000572205
348,27,472.7350149154663
349,26,474.10635137557983
350,12,475.47985315322876
351,19,476.8375105857849
352,19,478.19956135749817
353,15,479.56471371650696
354,16,480.91380167007446
355,24,482.28564381599426
356,22,483.65973567962646
357,15,485.05245423316956
358,28,486.43017983436584
359,10,487.80306482315063
360,9,489.17728209495544
361,21,490.5303313732147
362,16,491.8971219062805
363,79,493.240891456604
364,34,494.6064467430115
365,21,495.99299240112305
366,14,497.3491065502167
367,11,498.7193295955658
368,40,500.0389745235443
369,33,501.39491391181946
370,28,502.76206064224243
371,11,504.1258268356323
372,15,505.4608507156372
373,11,506.78932094573975
374,25,508.13955211639404
375,43,509.52101707458496
376,12,510.8918538093567
377,22,512.2795419692993
378,19,513.6351337432861
379,23,515.0140528678894
380,16,516.3862569332123
381,16,517.7749695777893
382,39,519.1446974277496
383,12,520.5119478702545
384,31,521.9081652164459
385,20,523.2624168395996
386,31,524.6372435092926
387,59,526.0007042884827
388,13,527.3166949748993
389,41,528.6718516349792
390,13,530.0542848110199
391,15,531.4294600486755
392,15,532.7930099964142
393,15,534.1250607967377
394,16,535.4876329898834
395,9,536.8181354999542
396,25,538.1449778079987
397,54,539.4858238697052
398,17,540.8421900272369
399,21,542.2065768241882
400,20,543.5291481018066
401,20,544.8840713500977
402,26,546.2719593048096
403,30,547.6477463245392
404,18,549.0203964710236
405,38,550.3961069583893
406,18,551.7593784332275
407,14,553.1300342082977
408,19,554.4787466526031
409,17,555.8632009029388
410,36,557.2450456619263
411,21,558.6000471115112
412,19,559.9662654399872
413,11,561.329754114151
414,55,563.0922086238861
415,24,564.4796974658966
416,17,565.8301110267639
417,12,567.1797180175781
418,22,568.5504837036133
419,50,569.9331891536713
420,57,571.3130686283112
421,44,572.6717753410339
422,14,574.0993185043335
423,12,575.4607486724854
424,13,576.8228466510773
425,22,578.204915523529
426,17,579.566653251648
427,30,580.9425370693207
428,34,582.3070418834686
429,20,583.6549556255341
430,18,584.9892656803131
431,76,586.3216273784637
432,49,587.7063665390015
433,16,589.082471370697
434,20,590.4530568122864
435,26,591.8184475898743
436,22,593.1834032535553
437,14,594.5549216270447
438,13,595.929215669632
439,45,597.2724611759186
440,21,598.6335918903351
441,28,600.0110301971436
442,25,601.3689229488373
443,14,602.7286281585693
444,32,604.1178622245789
445,16,605.4941186904907
446,12,606.8747894763947
447,14,608.242161989212
448,19,609.6073796749115
449,23,610.9656610488892
450,20,612.3092133998871
451,44,613.6801037788391
452,15,615.0212268829346
453,24,616.3754239082336
454,21,617.75341963768
455,14,619.1215291023254
456,19,620.4565546512604
457,36,621.8285429477692
458,12,623.2102370262146
459,18,624.552698135376
460,38,625.9086966514587
461,14,627.2661156654358
462,10,628.6117746829987
463,15,629.9784009456635
464,29,631.3594760894775
465,16,632.7168939113617
466,33,634.0564064979553
467,17,635.4055352210999
468,12,636.7844858169556
469,45,638.1457390785217
470,19,639.4925153255463
471,30,640.8150608539581
472,14,642.17946434021
473,13,643.5333685874939
474,12,644.9035725593567
475,16,646.259247303009
476,12,647.6152122020721
477,20,648.9861040115356
478,13,650.306825876236
479,22,651.6424701213837
480,25,652.9778218269348
481,26,654.3320453166962
482,44,655.7040700912476
483,16,657.070791721344
484,22,658.4077990055084
485,21,659.7380776405334
486,21,661.0591938495636
487,14,662.4023187160492
488,39,663.7514207363129
489,11,665.1326928138733
490,19,666.511935710907
491,36,667.8870542049408
492,23,669.2546265125275
493,15,670.616534948349
494,23,671.9847905635834
495,11,673.3610746860504
496,28,674.7053973674774
497,21,676.0820481777191
498,15,677.442624092102
499,34,678.8012821674347
500,19,680.1566746234894
501,11,681.5361480712891
502,10,682.8816423416138
503,31,684.2365152835846
504,18,685.6065201759338
505,42,686.9635851383209
506,28,688.3335795402527
507,14,689.7126977443695
508,36,691.0794613361359
509,13,692.446447134018
510,18,693.8337967395782
511,13,695.208788394928
512,15,696.5785109996796
513,37,697.9594447612762
514,18,699.3307023048401
515,12,700.709641456604
516,18,702.085541009903
517,17,703.4433765411377
518,28,704.8065662384033
519,32,706.1669919490814
520,31,707.5180451869965
521,13,708.8777854442596
522,15,710.2580404281616
523,65,711.6232180595398
524,20,712.9978015422821
525,14,714.3673315048218
526,35,715.7434442043304
527,19,717.1264264583588
528,19,718.5078480243683
529,16,719.8868288993835
530,29,721.2552342414856
531,14,722.6086513996124
532,37,723.9700798988342
533,19,725.3469734191895
534,33,726.7295653820038
535,15,728.0985941886902
536,16,729.4706094264984
537,31,730.8338150978088
538,25,732.2085409164429
539,11,733.5897789001465
540,23,734.9493079185486
541,18,736.3168096542358
542,19,737.6776888370514
543,17,739.0431072711945
544,41,740.4142973423004
545,27,741.781800031662
546,12,743.1476912498474
547,18,744.5204253196716
548,21,745.8815321922302
549,28,747.2747960090637
550,37,748.6043798923492
551,35,749.958404302597
552,12,751.3006472587585
553,14,752.6739494800568
554,29,754.0131003856659
555,11,755.34441614151
556,19,756.7001504898071
557,20,758.0613164901733
558,12,759.4077920913696
559,14,760.739372253418
560,12,762.0977640151978
561,15,763.4645435810089
562,32,764.8183941841125
563,23,766.1807041168213
564,31,767.559357881546
565,16,768.8963086605072
566,15,770.2393136024475
567,14,771.6039791107178
568,13,772.9537088871002
569,15,774.3128478527069
570,11,775.6916580200195
571,13,777.0558598041534
572,35,778.4408683776855
573,21,779.818480014801
574,19,781.202734708786
575,18,782.5949053764343
576,15,783.9667098522186
577,18,785.3351159095764
578,67,786.7015731334686
579,15,788.0750453472137
580,13,789.4575560092926
581,23,790.8154942989349
582,29,792.1906108856201
583,15,793.5739216804504
584,14,794.935225725174
585,14,796.3198866844177
586,21,797.6942963600159
587,24,799.0537631511688
588,16,800.4148378372192
589,38,801.77574467659
590,23,803.1514501571655
591,12,804.5247845649719
592,14,805.8984837532043
593,27,807.2554585933685
594,21,808.638189792633
595,59,810.0118527412415
596,25,811.3806822299957
597,45,812.752584695816
598,19,814.121467590332
599,18,815.4984295368195
600,29,816.8658063411713
